SysID,Name,Genotype,Outcrossed,Isolation,Isolation date,Gps latitude,Gps longitude,Isolation location,Date frozen,Source lab,Box name
13.1847,PB1137,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1848,PB1138,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1849,PB1139,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.185,PB1140,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1851,PB1141,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1852,PB1142,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1853,PB1143,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1854,PB1144,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #4
13.1855,PB1145,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1856,PB1146,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1857,PB1147,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1858,PB1148,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1859,PB1151,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #5
13.186,PB1152,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #5
13.1861,PB1153,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1862,PB1154,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1863,PB1155,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1864,PB1156,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #1
13.1865,PB1157,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #5
13.1866,PB1158,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1867,PB1160,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1868,PB1161,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1869,PB1162,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.187,PB1163,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1871,PB1164,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1872,PB1165,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1873,PB1166,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1874,PB1167,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1875,PB1168,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1876,PB1169,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1877,PB1170,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1878,PB1171,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1879,PB1172,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #6
13.188,PB1174,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1881,PB1176,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1882,PB1177,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1883,PB1179,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1884,PB1180,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1885,PB1182,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1886,PB1183,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #6
13.1887,PB1184,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1888,PB1185,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1889,PB1186,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.189,PB1187,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #6
13.1891,PB1188,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Working Box #6
13.1892,PB1189,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1893,PB1192,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1894,PB1193,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1895,PB1195,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,5/11/12,QG,Liquid N2 Box #2
13.1896,DA609,npr-1(ad609),0,NA,NA,NA,NA,NA,5/19/12,CGC,Working Box #7
13.1897,PB306_CGC,wild type,0,from a snail from Connecticut Valley Biological Supply,11/28/98,NA,NA,NA,5/24/12,CGC,Working Box #7
13.1898,EG4347,wild type,0,NA,10/1/06,44.04789,-123.07108,"Eugene, USA",5/24/12,EG,Working Box #7
13.1899,MY1,wild type,0,,7/1/02,52.54,7.31,"Lingen, Germany",5/24/12,MY,Working Box #7
13.19,MY23,wild type,0,,7/1/02,51.96,7.53,"Roxel, Germany",5/24/12,CGC,Working Box #7
13.1901,JU258,wild type,0,along a path through an orchard,10/1/01,32.73,-16.89,"Ribeiro Frio, Madeira",5/24/12,CGC,Working Box #7
13.1902,DL238,wild type,0,,7/15/08,19.22,-155.82,"Manuka, HI",5/24/12,Estes,Working Box #7
13.1903,LKC34,wild type,0,,6/17/05,-18,46,"Unknown city, Madagascar",5/24/12,CGC,Working Box #7
13.1904,LSJ1,wild type,0,mushroom compost,1/1/51,51.45,-2.59,"Bristol, United Kingdom",5/24/12,CGC,Working Box #7
13.1905,JU1200,wild type,0,compost,8/1/07,55.577,-4.6,"Dundonald, United Kingdom",5/24/12,JU,Working Box #7
13.1906,ED3011,wild type,0,NA,11/11/04,55.92,-3.19,"Edinburgh, Scotland",5/24/12,VX,Working Box #7
13.1907,EG4946,wild type,0,NA,9/27/07,40.72596,-111.82184,"Salt Lake City, USA",5/24/12,EG,Working Box #7
13.1908,JU363,wild type,0,Compost heap in Claude Pieauâ€™s garden,9/16/02,48.98,2.23,"Francoville, France",5/24/12,CGC,Working Box #7
13.1909,ED3073,wild type,0,,3/1/06,-1.05,36.39,"Limuru, Kenya",5/24/12,VX,Working Box #7
13.191,JT11398,wild type,0,Worm bin fed kitchen scraps and espresso grounds,12/1/03,47.763944,-122.275484,"Lake Forest Park, USA",5/24/12,JT,Working Box #7
13.1911,QX40,N2xCB4856 RIAIL,0,NA,NA,NA,NA,NA,7/31/12,QX,Working Box #8
13.1912,JU1586,wild type,0,rotting grape puree,11/3/08,46.63,1.06,"Le Blanc, France",6/2/12,JU,Working Box #8
13.1913,QX1414,wild type,0,rotting tomato,9/1/08,38.890061,92.892883,"Pilot Grove, MO",6/2/12,QX,Working Box #8
13.1914,QX1410,wild type,0,rotting flower,12/1/08,13.821844,61.049778,St. Lucia,6/2/12,QX,Working Box #8
13.1915,QW412,"ser-2(pk1357) lin-15(n765); zfEx301Â [Pser-2::SER-2::GFP,Â lin-15(+)]Â ",0,NA,NA,NA,NA,NA,6/2/12,QW,Working Box #8
13.1916,QW411,"ser-2(pk1357) lin-15(n765); zfEx70 [SER-2::GFP, lin-15(+)]",0,NA,NA,NA,NA,NA,6/2/12,QW,Working Box #8
13.1917,OH313,ser-2(pk1357),0,NA,NA,NA,NA,NA,6/2/12,QW,Working Box #8
13.1918,RB1690,ser-2(ok2103),0,NA,NA,NA,NA,NA,6/2/12,QW,Working Box #8
13.1919,JU830,wild type,0,compost,9/28/05,48.52,9.05,"TÃ¼bingen, Germany",6/5/12,JU,Working Box #8
13.192,JU847,wild type,0,compost from vegetable garden/vineyards,10/3/05,48.46,7.461,"Obernai, France",6/5/12,JU,Working Box #8
13.1921,JU1212,wild type,0,rotting arum stem,9/24/07,48.71,-3.81,"Primel TrÃ©gastel, France",6/5/12,JU,Working Box #8
13.1922,QX2263,wild type,0,garden soil,3/2/12,-34.454888,-58.745782,"Buenos Aires, Argentina",6/5/12,QX,Working Box #8
13.1923,PB1201,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #8
13.1924,PB1202,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1925,PB1203,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1926,PB1205,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1927,PB1206,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1928,PB1207,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1929,PB1208,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.193,PB1209,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1931,PB1210,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1932,PB1213,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1933,PB1221,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1934,PB1223,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1935,PB1225,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1936,PB1226,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1937,PB1227,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1938,PB1228,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1939,PB1229,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.194,PB1230,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1941,PB1234,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1942,PB1236,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #9
13.1943,PB1237,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1944,PB1238,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1945,PB1239,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1946,PB1244,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Liquid N2 Box #2
13.1947,PB1257,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1948,PB1260,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1949,PB1261,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.195,PB1262,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1951,PB1264,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1952,PB1265,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1953,PB1266,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1954,PB1267,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1955,PB1268,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1956,PB1282,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1957,PB1283,AF16xHK104 RIAIL,0,NA,NA,NA,NA,NA,6/8/12,PB,Working Box #10
13.1958,QX42,N2xCB4856 RIAIL,0,NA,NA,NA,NA,NA,7/30/12,QX,Working Box #10
13.1959,QX2264,wild type,0,garden soil,3/2/12,-34.454888,-58.745782,"Buenos Aires, Argentina",6/7/12,QX,Working Box #10
13.196,PB306 (Baer),wild type,0,from a snail from Connecticut Valley Biological Supply,NA,NA,NA,NA,6/15/12,CFB,Working Box #10
13.1961,PB306.PL101,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #10
13.1962,PB306.PL103,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #10
13.1963,PB306.PL104,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #10
13.1964,PB306.PL105,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #10
13.1965,PB306.PL106,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1966,PB306.PL107,pseudoline,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1967,PB306.G250.402,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1968,PB306.G250.403,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1969,PB306.G250.406,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.197,PB306.G250.418,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1971,PB306.G250.429,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1972,PB306.G250.432,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1973,PB306.G250.440,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1974,PB306.G250.444,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1975,PB306.G250.445,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1976,PB306.G250.447,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1977,PB306.G250.450,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1978,PB306.G250.451,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1979,PB306.G250.453,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.198,PB306.G250.457,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1981,PB306.G250.458,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1982,PB306.G250.469,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #11
13.1983,PB306.G250.471,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1984,PB306.G250.473,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1985,PB306.G250.477,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1986,PB306.G250.479,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1987,PB306.G250.481,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1988,PB306.G250.483,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1989,PB306.G250.485,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.199,PB306.G250.492,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1991,PB306.G250.495,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1992,PB306.G250.499,G250 MA line,0,NA,NA,NA,NA,NA,6/15/12,CFB,Working Box #12
13.1993,QG1,"qgIR1 [haw102573 to 4,822,488, CB4856 > N2]",0,NA,NA,NA,NA,NA,6/30/12,QG,Working Box #12
13.1994,CX11400,"kyIR9 [4,745,910 to 4,927,296, N2 > CB4856]",0,NA,NA,NA,NA,NA,6/30/12,CX,Working Box #12
13.1995,PB306.PL102,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.1996,PB306.PL108,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.1997,PB306.PL109,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.1998,PB306.PL110,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.1999,PB306.PL111,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.2,PB306.PL112,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #12
13.2001,PB306.PL113,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2002,PB306.PL114,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2003,PB306.PL115,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2004,PB306.PL116,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2005,PB306.PL117,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2006,PB306.PL118,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2007,PB306.PL119,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2008,PB306.PL120,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2009,PB306.PL121,pseudoline,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.201,PB306.G250.405,G250 MA line,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2011,PB306.G250.407,G250 MA line,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2012,PB306.G250.410,G250 MA line,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
13.2013,PB306.G250.414,G250 MA line,0,NA,NA,NA,NA,NA,7/15/12,CFB,Working Box #13
